,episode_length,velocity_step_mean,success,episode_reward,episode_cost,crash,crash_vehicle,out_of_road,crash_object,crash_building,crash_sidewalk,first_crash_step,first_crash_vehicle_step,first_out_of_road_step,crash_vehicle_steps,out_of_road_steps,route_completion,rss_unsafe_steps,rss_longitudinal_unsafe_steps,rss_lateral_unsafe_steps,rss_shield_steps,rss_longitudinal_shield_steps,rss_lateral_shield_steps,rss_spring_soft_steps,rss_longitudinal_spring_soft_steps,rss_lateral_spring_soft_steps,rss_attack_steps,rss_front_attack_steps,rss_lateral_attack_steps,rss_uncertainty_steps,rss_front_uncertainty_steps,rss_lateral_uncertainty_steps,rss_attack_delta_mean,rss_lateral_attack_delta_mean,rss_front_distance_noise_mean,rss_lateral_gap_noise_mean,rss_front_distance_raw_mean,rss_front_distance_attacked_mean,rss_front_distance_noisy_mean,rss_front_distance_used_mean,rss_lateral_gap_raw_mean,rss_lateral_gap_attacked_mean,rss_lateral_gap_noisy_mean,rss_lateral_gap_used_mean,rss_first_unsafe_step,rss_first_longitudinal_unsafe_step,rss_first_lateral_unsafe_step,rss_first_shield_step,rss_first_lateral_shield_step,rss_first_spring_soft_step,rss_first_attack_step,rss_first_front_attack_step,rss_first_lateral_attack_step,rss_first_uncertainty_step,rss_first_front_uncertainty_step,rss_first_lateral_uncertainty_step,episode,ckpt_index,env_id,num_ep_in_one_env
19,417,6.928850261391069,True,298.65054148822753,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9846628609926963,16,11,5,35,12,2,21,21,0,0,0,0,261,259,25,0.0,0.0,-0.06326263043618237,-0.009264532278118005,42.21933071667883,42.21933071667883,42.156068086242456,42.156068086242456,3.4627626263942886,3.4627626263942886,3.453498094116171,3.453498094116171,138,138,286,135,302,135,-1,-1,-1,67,67,286,20,6400,1019,1
20,353,6.801930989608952,True,248.88229859914307,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9818469260898102,27,0,27,26,0,26,0,0,0,0,0,0,105,74,32,0.0,0.0,0.07632443540363858,-0.1752829021420696,48.88549253138843,48.88549253138843,48.96181696679209,48.96181696679209,1.9892653038080856,1.9892653038080856,1.8139824016660162,1.8139824016660162,146,-1,146,148,148,-1,-1,-1,-1,41,41,147,21,6400,1020,1
21,424,8.77114440213653,True,385.4120152330382,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9875993978099805,22,22,0,41,17,0,24,24,0,0,0,0,263,263,0,0.0,0.0,0.038255483683593175,0.0,38.49456724817715,38.49456724817715,38.532822731860776,38.532822731860776,0.0,0.0,0.0,0.0,133,133,-1,134,-1,145,-1,-1,-1,38,38,-1,22,6400,1021,1
22,462,8.715995115393287,True,420.09232334044043,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9900717920850439,27,2,25,20,2,14,4,3,1,0,0,0,194,194,34,0.0,0.0,0.05822155714311817,-0.07161868278987474,52.35971578240616,52.35971578240616,52.41793733954919,52.41793733954919,1.4049733149396577,1.4049733149396577,1.3355624553862295,1.3355624553862295,204,204,215,205,216,207,-1,-1,-1,204,204,216,23,6400,1022,1
23,394,7.781205222018018,True,319.63688024756067,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9834072896028315,20,1,20,8,1,7,0,0,0,0,0,0,29,2,29,0.0,0.0,0.4511535849727669,-0.07319773787249717,5.945930077603269,5.945930077603269,6.397083662576037,6.397083662576037,1.828708223433388,1.828708223433388,1.7706154332947486,1.7706154332947486,149,315,149,156,156,-1,-1,-1,-1,150,315,150,24,6400,1023,1
24,580,8.518567215187597,True,515.5825601235241,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9907584587999424,58,0,58,43,0,41,2,0,2,0,0,0,210,164,73,0.0,0.0,-0.21932374675807179,0.04736480028876666,90.83016064357783,90.83016064357783,90.61083689681979,90.61083689681979,2.529075661006537,2.529075661006537,2.579534657553728,2.579534657553728,212,-1,212,213,213,465,-1,-1,-1,185,185,213,25,6400,1024,1
25,276,8.92581396173714,True,255.44918663895453,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9839614708938064,5,5,0,17,6,0,11,11,0,0,0,0,110,110,0,0.0,0.0,0.17762827137864112,0.0,51.321705669056236,51.321705669056236,51.499333940434894,51.499333940434894,0.0,0.0,0.0,0.0,189,189,-1,191,-1,195,-1,-1,-1,139,139,-1,26,6400,1025,1
26,649,7.242558876172959,True,485.9810469655563,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9890517316462949,37,32,5,61,27,2,32,32,0,0,0,0,490,486,12,0.0,0.0,0.17589020806369557,-0.15751416498018297,26.994449258028748,26.994449258028748,27.17033946609236,27.17033946609236,2.574926364172617,2.574926364172617,2.499677918463331,2.499677918463331,57,57,249,56,250,56,-1,-1,-1,36,36,250,27,6400,1026,1
27,417,7.962591386520603,True,344.8841128627834,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9862541361572958,4,4,0,6,5,0,1,0,1,0,0,0,180,180,9,0.0,0.0,0.004326207848630776,-0.36186837007562916,52.380833244241984,52.380833244241984,52.38515945209067,52.38515945209067,3.3239022995555962,3.3239022995555962,2.962033929479967,2.962033929479967,133,133,-1,134,-1,279,-1,-1,-1,133,133,279,28,6400,1027,1
28,236,9.596844338984559,True,235.23102050354353,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.98117816226211,6,6,0,15,4,0,11,11,0,0,0,0,119,119,0,0.0,0.0,0.22456372234497948,0.0,55.57571431324972,55.57571431324972,55.80027803559469,55.80027803559469,0.0,0.0,0.0,0.0,180,180,-1,121,-1,137,-1,-1,-1,67,67,-1,29,6400,1028,1
29,299,8.796014006700753,True,272.5640279318993,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9824783148574993,11,0,11,10,0,10,0,0,0,0,0,0,11,0,11,0.0,0.0,0.0,-0.28676572274418993,0.0,0.0,0.0,0.0,1.1039103031542932,1.1039103031542932,0.8364943586177599,0.8364943586177599,237,-1,237,239,239,-1,-1,-1,-1,238,-1,238,30,6400,1029,1
30,410,7.278164711417998,True,308.5027050713428,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9824402133380137,21,8,13,24,10,2,12,12,0,0,0,0,238,238,24,0.0,0.0,0.03431011107326587,0.04639708379542364,31.522026237843587,31.522026237843587,31.556336348916858,31.556336348916858,3.2613317489048677,3.2613317489048677,3.3077288327002914,3.3077288327002914,147,147,309,146,313,146,-1,-1,-1,90,90,310,31,6400,1030,1
31,569,7.886756286355686,True,467.6919132052236,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9894853148262746,39,4,35,38,6,32,0,0,0,0,0,0,343,333,35,0.0,0.0,-0.09002574925809907,0.09627826083549798,55.95214396201175,55.95214396201175,55.86211821275362,55.86211821275362,1.1258812217161938,1.1258812217161938,1.2249588875739894,1.2249588875739894,150,431,150,151,151,-1,-1,-1,-1,1,1,151,32,6400,1031,1
32,359,7.765089769115925,True,288.9805314475599,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9846180980265578,18,7,11,15,6,9,0,0,0,0,0,0,26,10,16,0.0,0.0,0.18899093875677928,0.2895323650503729,12.051251529866182,12.051251529866182,12.240242468622966,12.240242468622966,2.907025784920205,2.907025784920205,3.2016244749532383,3.2016244749532383,171,171,188,172,189,-1,-1,-1,-1,171,171,189,33,6400,1032,1
33,379,9.63588600519882,True,380.49639021208276,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9877874589295903,11,11,0,18,10,0,8,8,0,0,0,0,202,202,0,0.0,0.0,-0.03796348019032922,0.0,52.38482741740775,52.38482741740775,52.346863937217414,52.346863937217414,0.0,0.0,0.0,0.0,206,206,-1,196,-1,206,-1,-1,-1,124,124,-1,34,6400,1033,1
34,733,7.224146589556246,True,550.4046615168289,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9888907190050193,42,37,5,78,33,2,43,43,0,0,0,0,541,529,14,0.0,0.0,-0.02891016088461121,-0.03178479355405286,27.29607034415489,27.29607034415489,27.26716018327027,27.26716018327027,3.172649909363961,3.172649909363961,3.1543284338253375,3.1543284338253375,77,149,77,78,78,202,-1,-1,-1,78,96,78,35,6400,1034,1
35,453,8.134103005530331,True,382.61697116832136,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9860361661737514,15,15,0,52,18,0,34,34,0,0,0,0,385,385,0,0.0,0.0,-0.002180452032317267,0.0,34.56900689613807,34.56900689613807,34.56682644410577,34.56682644410577,0.0,0.0,0.0,0.0,121,121,-1,116,-1,116,-1,-1,-1,40,40,-1,36,6400,1035,1
36,392,6.791732805013552,True,277.80507158873564,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9809817186131556,27,27,0,55,19,0,36,36,0,0,0,0,367,367,0,0.0,0.0,0.020805896843966217,0.0,28.041262033427216,28.041262033427216,28.062067930271095,28.062067930271095,0.0,0.0,0.0,0.0,82,82,-1,61,-1,85,-1,-1,-1,1,1,-1,37,6400,1036,1
37,416,8.142940195040449,True,351.8210483341763,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9876847273407172,20,20,0,34,19,0,15,15,0,0,0,0,313,313,0,0.0,0.0,-0.26127341758917666,0.0,37.61184498979174,37.61184498979174,37.350571572202504,37.350571572202504,0.0,0.0,0.0,0.0,160,160,-1,161,-1,305,-1,-1,-1,61,61,-1,38,6400,1037,1
38,604,6.827682522978769,True,427.2220252097143,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.987339689870756,34,19,15,42,13,13,16,13,3,0,0,0,478,478,30,0.0,0.0,0.06513632477986629,-0.1110553159799726,34.33451999935379,34.33451999935379,34.39965632413369,34.39965632413369,2.4585751989394233,2.4585751989394233,2.368035064311576,2.368035064311576,156,247,156,150,158,150,-1,-1,-1,1,1,149,39,6400,1038,1
39,388,7.835130328907814,True,315.1071380258544,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9840096512722666,2,2,0,2,2,0,0,0,0,0,0,0,229,229,0,0.0,0.0,-0.013987700377892305,0.0,63.85340569967897,63.85340569967897,63.8394179993011,63.8394179993011,0.0,0.0,0.0,0.0,287,287,-1,288,-1,-1,-1,-1,-1,1,1,-1,40,6400,1039,1
40,340,9.629864256327126,True,337.63926109824155,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9866431454665396,0,0,0,0,0,0,0,0,0,0,0,0,88,88,0,0.0,0.0,-0.46581134816027575,0.0,82.8481368282868,82.8481368282868,82.38232548012655,82.38232548012655,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,38,-1,41,6400,1040,1
41,382,7.613316502839312,True,302.89694749491116,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9872979430222552,10,10,0,20,15,0,5,5,0,0,0,0,296,296,0,0.0,0.0,-0.14474677885539852,0.0,38.43705454676808,38.43705454676808,38.29230776791269,38.29230776791269,0.0,0.0,0.0,0.0,134,134,-1,137,-1,138,-1,-1,-1,38,38,-1,42,6400,1041,1
42,352,8.017984347668879,True,293.4151204961094,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9856030162077796,6,6,0,28,12,0,16,16,0,0,0,0,208,208,0,0.0,0.0,-0.00703610133794874,0.0,36.07076793010428,36.07076793010428,36.06373182876624,36.06373182876624,0.0,0.0,0.0,0.0,154,154,-1,155,-1,169,-1,-1,-1,118,118,-1,43,6400,1042,1
43,630,7.203561357548706,True,471.14519269824456,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9890562468587614,31,16,16,48,17,15,16,15,1,0,0,0,533,533,18,0.0,0.0,-0.09946093723734986,-0.13288466778675,43.32885296930002,43.32885296930002,43.229392032062734,43.229392032062734,1.0471814685665766,1.0471814685665766,1.0128701413633985,1.0128701413633985,112,112,284,109,285,109,-1,-1,-1,42,42,285,44,6400,1043,1
44,299,9.345194666904039,True,290.73460095989685,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9797450138049804,6,6,0,20,4,0,16,16,0,0,0,0,218,218,0,0.0,0.0,-0.030864509204712114,0.0,58.4902810543811,58.4902810543811,58.45941654517644,58.45941654517644,0.0,0.0,0.0,0.0,210,210,-1,205,-1,205,-1,-1,-1,1,1,-1,45,6400,1044,1
45,536,7.7713271085396745,True,432.0468214967655,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9875533718324822,23,23,0,39,22,0,17,17,0,0,0,0,485,485,0,0.0,0.0,-0.019707688596121053,0.0,36.10414383041389,36.10414383041389,36.08443614181776,36.08443614181776,0.0,0.0,0.0,0.0,88,88,-1,88,-1,181,-1,-1,-1,1,1,-1,46,6400,1045,1
46,712,7.512514356609679,True,554.5529524303076,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9917724740099518,41,25,16,61,28,16,17,17,0,0,0,0,533,533,16,0.0,0.0,-0.12391190579120206,0.32069876847114664,42.36744801257513,42.36744801257513,42.24353610678396,42.24353610678396,0.18012994028811002,0.18012994028811002,0.5561242673392608,0.5561242673392608,133,133,258,134,259,147,-1,-1,-1,38,38,259,47,6400,1046,1
47,266,8.31679511398744,True,229.60597757976043,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9757975614189572,14,8,6,16,5,6,5,5,0,0,0,0,228,222,6,0.0,0.0,0.17027373370709994,-0.28871463511256557,51.892063753205406,51.892063753205406,52.06233748691246,52.06233748691246,1.2879464545015142,1.2879464545015142,0.9992318193889483,0.9992318193889483,108,108,236,109,237,113,-1,-1,-1,1,1,237,48,6400,1047,1
48,548,7.0849146046453955,True,399.8952911141157,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9829865890794337,34,22,15,37,13,5,19,19,0,0,0,0,358,358,19,0.0,0.0,0.03164539537139544,0.15824547830406818,30.544930457406345,30.544930457406345,30.576575852777736,30.576575852777736,2.4485562301330854,2.4485562301330854,2.6068017084371538,2.6068017084371538,94,94,366,93,377,93,-1,-1,-1,90,90,363,49,6400,1048,1
49,430,7.7753778159847045,True,346.4019195840008,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9858934668503444,16,16,0,34,17,0,17,17,0,0,0,0,325,323,2,0.0,0.0,-0.10922704928782696,-0.10645440524529116,37.25722958060438,37.25722958060438,37.14800253131654,37.14800253131654,5.273789289327648,5.273789289327648,5.167334884082356,5.167334884082356,78,78,-1,62,-1,77,-1,-1,-1,1,1,374,50,6400,1049,1
0,462,6.66786474193631,True,319.5189514215749,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9867338716783738,39,10,32,33,10,20,4,4,0,0,0,0,366,346,61,0.0,0.0,-0.009370054055949602,-0.08153577931798633,49.71619882668883,49.71619882668883,49.70682877263289,49.70682877263289,2.9196094760060958,2.9196094760060958,2.8380736966881077,2.8380736966881077,164,164,207,165,210,174,-1,-1,-1,1,1,205,1,6600,1000,1
1,401,7.388365089406656,True,304.2728659393217,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9804803281189489,16,6,10,10,4,6,0,0,0,0,0,0,66,66,15,0.0,0.0,0.4286921365077861,0.01057161163572853,41.03026062317019,41.03026062317019,41.458952759677985,41.458952759677985,2.4112845168413606,2.4112845168413606,2.421856128477089,2.421856128477089,171,171,182,172,183,-1,-1,-1,-1,171,171,183,2,6600,1001,1
2,485,7.887372053358429,True,398.4696154727022,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9880184275224664,22,22,0,48,18,0,30,30,0,0,0,0,416,416,0,0.0,0.0,0.030214960845457408,0.0,29.591739868777093,29.591739868777093,29.621954829622528,29.621954829622528,0.0,0.0,0.0,0.0,67,67,-1,69,-1,69,-1,-1,-1,42,42,-1,3,6600,1002,1
3,242,8.423111036201638,False,210.87785413124163,1.0,True,True,False,False,False,False,242,242,-1,1,0,0.5046472704355344,15,1,14,22,5,13,4,4,0,0,0,0,242,236,14,0.0,0.0,0.011705184205795244,-0.17624690006756152,57.409840444919375,57.409840444919375,57.42154562912514,57.42154562912514,2.8155184095161028,2.8155184095161028,2.6392715094485415,2.6392715094485415,87,87,228,88,229,120,-1,-1,-1,1,1,229,4,6600,1003,1
4,504,9.431450489298651,True,495.68222840249194,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9911565579528114,13,3,10,18,5,5,8,8,0,0,0,0,326,326,11,0.0,0.0,0.1022962307809436,0.16305567632223672,42.08087090020722,42.08087090020722,42.18316713098826,42.18316713098826,2.0157836636185866,2.0157836636185866,2.1788393399408235,2.1788393399408235,206,206,258,193,264,193,-1,-1,-1,143,143,259,5,6600,1004,1
5,499,7.200427901391276,True,372.5401134458432,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9848915259686866,14,14,0,21,16,0,5,5,0,0,0,0,250,250,0,0.0,0.0,-0.15680532747343118,0.0,31.144336026631354,31.144336026631354,30.98753069915792,30.98753069915792,0.0,0.0,0.0,0.0,108,108,-1,106,-1,106,-1,-1,-1,105,105,-1,6,6600,1005,1
6,516,8.027738837209146,True,431.96942475289,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.989028414771153,21,21,0,61,22,0,39,39,0,0,0,0,487,487,0,0.0,0.0,-0.054530591822972554,0.0,36.63149823907005,36.63149823907005,36.57696764724707,36.57696764724707,0.0,0.0,0.0,0.0,133,133,-1,111,-1,111,-1,-1,-1,1,1,-1,7,6600,1006,1
7,530,7.860084809270127,True,433.1333837153281,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9876048284836125,23,9,14,33,9,14,10,10,0,0,0,0,400,400,14,0.0,0.0,0.10206513231769394,0.31149219919733395,55.29394696132362,55.29394696132362,55.39601209364098,55.39601209364098,0.9439766197280609,0.9439766197280609,1.255468818925395,1.255468818925395,150,150,332,152,333,152,-1,-1,-1,39,39,333,8,6600,1007,1
8,465,7.81478864356748,True,378.17521847977815,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9876001789538761,32,0,32,31,0,30,1,0,1,0,0,0,52,22,41,0.0,0.0,0.2485937224556183,-0.1402024695055683,97.81729902914911,97.81729902914911,98.06589275160476,98.06589275160476,1.83551523679052,1.83551523679052,1.7249936694554622,1.7249936694554622,123,-1,123,123,124,123,-1,-1,-1,123,267,123,9,6600,1008,1
9,372,9.172586039952424,True,353.8532536264484,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9838360877305474,4,4,0,23,9,0,14,14,0,0,0,0,168,168,0,0.0,0.0,0.051244697962764034,0.0,37.98310476909305,37.98310476909305,38.03434946705594,38.03434946705594,0.0,0.0,0.0,0.0,230,230,-1,223,-1,223,-1,-1,-1,164,164,-1,10,6600,1009,1
10,401,7.801319033065253,True,324.99690729371235,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9827727851818188,11,11,0,26,13,0,13,13,0,0,0,0,368,368,0,0.0,0.0,-0.05006128634668138,0.0,37.12991128313358,37.12991128313358,37.07984999678689,37.07984999678689,0.0,0.0,0.0,0.0,113,113,-1,114,-1,204,-1,-1,-1,1,1,-1,11,6600,1010,1
11,436,7.825309847073812,True,352.9320085635631,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9823198942164905,8,8,0,16,9,0,7,7,0,0,0,0,263,263,1,0.0,0.0,0.0214666687191462,-0.7618872192135437,33.035003702986906,33.035003702986906,33.05647037170609,33.05647037170609,5.026384084763782,5.026384084763782,4.264496865550238,4.264496865550238,111,111,-1,79,-1,79,-1,-1,-1,39,39,381,12,6600,1011,1
12,518,7.03874211139843,True,379.48081159544137,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9886749383447415,23,11,12,29,13,8,8,8,0,0,0,0,491,491,24,0.0,0.0,-0.13411991801098208,-0.10502017540390496,36.465636136092805,36.465636136092805,36.331516218081845,36.331516218081845,1.5551862290585816,1.5551862290585816,1.4894794310106134,1.4894794310106134,91,91,395,92,396,167,-1,-1,-1,1,1,307,13,6600,1012,1
13,504,6.6951749098859725,True,349.4653800483273,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9800100556780801,31,24,7,30,14,5,11,11,0,0,0,0,314,311,7,0.0,0.0,-0.03645819718200723,-0.12417101040136727,36.54945224758705,36.54945224758705,36.51299405040505,36.51299405040505,0.9740554187387678,0.9740554187387678,0.8498844083374004,0.8498844083374004,113,113,284,114,285,114,-1,-1,-1,42,42,285,14,6600,1013,1
14,273,9.412107405671732,True,266.0860361150962,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9779163317579709,0,0,0,2,1,0,1,1,0,0,0,0,68,68,0,0.0,0.0,0.15880701097590272,0.0,64.60589966724058,64.60589966724058,64.76470667821644,64.76470667821644,0.0,0.0,0.0,0.0,-1,-1,-1,216,-1,216,-1,-1,-1,162,162,-1,15,6600,1014,1
15,752,7.291999431357501,True,567.2033465123233,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9911174116187645,36,13,23,57,17,25,16,16,0,0,0,0,556,555,28,0.0,0.0,0.08360543704680756,-0.04970869551427299,45.963561870435086,45.963561870435086,46.0495313243457,46.0495313243457,1.8297318435815713,1.8297318435815713,1.7800231480672981,1.7800231480672981,105,105,152,105,464,105,-1,-1,-1,1,1,153,16,6600,1015,1
16,268,9.387945701238003,False,259.4011503463161,1.0,True,True,False,False,False,False,268,268,-1,1,0,0.8283886499762038,7,0,7,2,0,2,0,0,0,0,0,0,50,50,6,0.0,0.0,0.1334358457050938,0.20147976709489898,80.51237433421976,80.51237433421976,80.64581017992482,80.64581017992482,4.085838539539092,4.085838539539092,4.287318306633991,4.287318306633991,262,-1,262,265,265,-1,-1,-1,-1,197,197,263,17,6600,1016,1
17,395,8.473353976122814,True,348.5091083304766,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.986699973918419,13,13,0,35,12,0,23,23,0,0,0,0,268,268,0,0.0,0.0,0.07279048011404349,0.0,41.41705796114368,41.41705796114368,41.48984844125773,41.48984844125773,0.0,0.0,0.0,0.0,78,78,-1,62,-1,62,-1,-1,-1,37,37,-1,18,6600,1017,1
18,412,10.227842671037925,True,439.58670717495886,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9898442735921541,11,11,0,25,6,0,19,19,0,0,0,0,215,215,0,0.0,0.0,0.029888408386835406,0.0,43.73812024781103,43.73812024781103,43.7680086561979,43.7680086561979,0.0,0.0,0.0,0.0,206,206,-1,204,-1,204,-1,-1,-1,138,138,-1,19,6600,1018,1
19,419,6.886364573681549,True,298.3084079783235,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9835063556170154,18,14,4,30,12,1,17,17,0,0,0,0,262,260,25,0.0,0.0,-0.23021451609618565,-0.0030824655694618773,42.51340303611045,42.51340303611045,42.28318852001413,42.28318852001413,3.7305337656538495,3.7305337656538495,3.7274513000843887,3.7274513000843887,141,141,308,137,310,137,-1,-1,-1,68,68,287,20,6600,1019,1
20,358,6.721928783038688,True,249.37052414529666,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9804555808426618,28,0,28,25,0,23,2,0,2,0,0,0,107,75,32,0.0,0.0,-0.1483563831769869,0.048154504472854236,48.8533796263671,48.8533796263671,48.70502324319013,48.70502324319013,1.9279942944005188,1.9279942944005188,1.976148798873373,1.976148798873373,148,-1,148,150,150,152,-1,-1,-1,42,42,149,21,6600,1020,1
21,426,8.720341314634547,True,385.05047704365734,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9875009607925316,17,17,0,32,16,0,16,16,0,0,0,0,268,268,0,0.0,0.0,0.006235530913032809,0.0,38.04663129682651,38.04663129682651,38.052866827739564,38.052866827739564,0.0,0.0,0.0,0.0,135,135,-1,136,-1,139,-1,-1,-1,38,38,-1,22,6600,1021,1
22,458,8.734311015680378,True,416.53508556106317,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9885897035074382,53,2,51,15,3,9,3,2,1,0,0,0,194,194,54,0.0,0.0,-0.09908631081828632,-0.06818710515373888,53.40605092959586,53.40605092959586,53.30696461877751,53.30696461877751,1.2057288457209838,1.2057288457209838,1.1609304608819153,1.1609304608819153,204,204,221,208,222,228,-1,-1,-1,204,204,222,23,6600,1022,1
23,396,7.793904294998906,True,320.15731092808574,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9844668744760916,16,2,14,7,3,4,0,0,0,0,0,0,35,12,25,0.0,0.0,0.10616984981141725,0.009690464015927902,17.14087121126063,17.14087121126063,17.247041061072043,17.247041061072043,2.17931153617701,2.17931153617701,2.194783129633805,2.194783129633805,153,309,153,160,160,-1,-1,-1,-1,154,309,154,24,6600,1023,1
24,526,9.40064227086003,True,515.2113382645052,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9911939095934162,27,0,27,25,0,24,2,1,1,0,0,0,192,166,56,0.0,0.0,-0.25357903424343786,-0.05456542515185248,88.58817638666156,88.58817638666156,88.33459735241814,88.33459735241814,3.4861340696214507,3.4861340696214507,3.442672130972524,3.442672130972524,218,-1,218,219,219,222,-1,-1,-1,191,191,219,25,6600,1024,1
25,280,8.79753209938659,True,255.57989764242143,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9853483946319683,1,1,0,12,6,0,6,6,0,0,0,0,111,111,0,0.0,0.0,-0.14424081330187133,0.0,51.866139782054944,51.866139782054944,51.72189896875318,51.72189896875318,0.0,0.0,0.0,0.0,192,192,-1,192,-1,192,-1,-1,-1,140,140,-1,26,6600,1025,1
26,651,7.227767801880131,True,486.4434927784085,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9892634407206264,21,18,3,44,26,0,18,18,0,0,0,0,495,492,11,0.0,0.0,0.08610902026990533,-0.06562037143199385,25.936610797627175,25.936610797627175,26.02271981789706,26.02271981789706,2.6640904241561554,2.6640904241561554,2.5984700527241613,2.5984700527241613,107,107,251,59,-1,59,-1,-1,-1,36,36,252,27,6600,1026,1
27,417,7.934911458497314,True,343.00464210736476,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9836634079769476,4,4,0,4,4,0,0,0,0,0,0,0,196,196,0,0.0,0.0,0.06236723063018816,0.0,54.90268431695717,54.90268431695717,54.96505154758737,54.96505154758737,0.0,0.0,0.0,0.0,134,134,-1,135,-1,-1,-1,-1,-1,92,92,-1,28,6600,1027,1
28,237,9.541226767241566,True,235.24287164831333,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9785003321527431,7,7,0,8,3,0,5,5,0,0,0,0,117,117,0,0.0,0.0,-0.08860810877003093,0.0,55.75628918741996,55.75628918741996,55.66768107864994,55.66768107864994,0.0,0.0,0.0,0.0,128,128,-1,129,-1,129,-1,-1,-1,68,68,-1,29,6600,1028,1
29,299,8.788300083215969,True,272.2675675006828,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.981622251499008,9,0,9,9,0,9,0,0,0,0,0,0,9,0,9,0.0,0.0,0.0,-0.052040096745988,0.0,0.0,0.0,0.0,1.1477655195547773,1.1477655195547773,1.0957254228087896,1.0957254228087896,244,-1,244,245,245,-1,-1,-1,-1,245,-1,245,30,6600,1029,1
30,407,7.338710704047885,True,309.43615655868064,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9841383700786624,16,6,10,19,10,1,8,8,0,0,0,0,236,236,20,0.0,0.0,-0.08898322793435762,-0.03524353100610025,31.969475502401277,31.969475502401277,31.880492274466977,31.880492274466977,3.8334936277928704,3.8334936277928704,3.816809455314071,3.816809455314071,150,150,313,148,327,148,-1,-1,-1,91,91,314,31,6600,1030,1
